pl_name,habitable

K2-325 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-326 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-329 b,CHZ invalid |  Kepler invalid

K2-33 b,CHZ invalid |  Kepler invalid (not enough data)

K2-330 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-331 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-331 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-332 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-333 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-334 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-335 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-336 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-337 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-338 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-339 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-34 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-340 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-341 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-342 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-343 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-343 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-344 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-345 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-346 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-347 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-348 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-348 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-349 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-35 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-35 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-350 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-350 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-351 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-352 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-352 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-352 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-353 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-354 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-355 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-356 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-357 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-358 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-36 b,CHZ invalid |  Kepler invalid

K2-36 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-365 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-366 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-367 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-368 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-368 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-368 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-369 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-37 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-37 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-37 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-370 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-371 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-372 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-373 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-374 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-374 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-375 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-376 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-377 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-378 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-379 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-38 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-38 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-380 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-381 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-381 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-381 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-382 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-383 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-384 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-384 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-384 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-384 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-384 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-385 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-386 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-387 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-388 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-389 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-389 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-39 b,CHZ invalid (not enough data) |  Kepler invalid

K2-390 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-391 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-392 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-393 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-394 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-395 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-395 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-396 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-396 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-397 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-398 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-398 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-399 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-4 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-400 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-401 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-402 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-403 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-404 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-405 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-406 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-407 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-407 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-408 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-409 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-42 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-43 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-43 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-44 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-45 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-46 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-47 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-48 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-49 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-5 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-5 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-50 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-52 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-53 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-54 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-55 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-57 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-58 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-58 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-58 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-59 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-59 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-6 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-60 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-61 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-62 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-62 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-63 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-63 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-64 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-65 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-66 b,CHZ invalid (not enough data) |  Kepler invalid

K2-68 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-69 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-7 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-70 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-71 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-72 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-72 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-72 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-72 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-73 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-74 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-75 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-75 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-77 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-79 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-8 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-8 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-80 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-80 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-80 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-81 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-83 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-83 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-84 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-84 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-85 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-86 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-87 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-88 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-89 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-9 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-90 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-90 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-91 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-95 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-97 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-98 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

K2-99 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-1 b,CHZ invalid |  Kepler invalid

KELT-10 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-11 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-12 b,CHZ invalid |  Kepler invalid

KELT-14 b,CHZ invalid (not enough data) |  Kepler invalid

KELT-15 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-16 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-17 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-18 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-19 A b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-2 A b,CHZ invalid (not enough data) |  Kepler invalid

KELT-20 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-21 b,CHZ invalid |  Kepler invalid

KELT-23 A b,CHZ invalid |  Kepler invalid

KELT-24 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-3 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-4 A b,CHZ invalid |  Kepler invalid

KELT-6 b,CHZ invalid |  Kepler invalid

KELT-6 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-7 b,CHZ invalid |  Kepler invalid

KELT-8 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KELT-9 b,CHZ invalid |  Kepler invalid

KIC 10068024 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KIC 10525077 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KIC 3558849 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KIC 5095269 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KIC 5437945 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KIC 5479689 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KIC 7917485 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KIC 8121913 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KIC 8540376 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KIC 8540376 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KIC 9663113 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2016-BLG-0212L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2016-BLG-1107L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2016-BLG-1397L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2016-BLG-1820L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2016-BLG-1836L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2016-BLG-2142L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2016-BLG-2364L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2016-BLG-2397L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2016-BLG-2605L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2017-BLG-0165L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2017-BLG-1038L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2017-BLG-1146L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

KMT-2017-BLG-2509L b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)
